"Time","F1","F2","F3","C1","C2"
"10.4","c","a","d","1","a"
"10.5","a","b","d","1","a"
"10.600000000000001","b","c","d","1","a"
"10.700000000000001","c","a","d","1","a"
"10.8","a","b","d","1","a"
"10.9","b","c","d","1","a"
"11.0","c","a","d","1","a"
"11.100000000000001","a","b","d","1","a"
"11.200000000000001","b","c","d","1","a"
"11.3","c","a","d","1","a"
"11.4","a","b","d","1","a"
"11.5","b","c","d","1","a"
"11.600000000000001","c","a","d","1","a"
"11.700000000000001","a","b","d","1","a"
"11.8","b","c","d","1","a"
"11.9","c","a","d","1","a"
"12.0","a","b","d","1","a"
"12.100000000000001","b","c","d","1","a"
"12.200000000000001","c","a","d","1","a"
"12.3","a","b","d","1","a"
"12.4","b","c","d","1","a"
"12.5","c","a","d","1","a"
"12.600000000000001","a","b","d","1","a"
"12.700000000000001","b","c","d","1","a"
"12.8","c","a","d","1","a"
"12.9","a","b","d","1","a"
"13.0","b","c","d","1","a"
"13.100000000000001","c","a","d","1","a"
"13.200000000000001","a","b","d","1","a"
"13.3","b","c","d","1","a"
"13.4","c","a","d","1","a"
"13.5","a","b","d","1","a"
"13.600000000000001","b","c","d","1","a"
"13.700000000000001","c","a","d","1","a"
"13.8","a","b","d","1","a"
"13.9","b","c","d","1","a"
"14.0","c","a","d","1","a"
"14.100000000000001","a","b","d","1","a"
"14.200000000000001","b","c","d","1","a"
"14.3","c","a","d","1","a"
"14.4","a","b","d","1","a"
"14.5","b","c","d","1","a"
"14.600000000000001","c","a","d","1","a"
"14.700000000000001","a","b","d","1","a"
"14.8","b","c","d","1","a"
"14.9","c","a","d","1","a"
"15.0","a","b","d","1","a"
"15.100000000000001","b","c","d","1","a"
"15.200000000000001","c","a","d","1","a"
"15.3","a","b","d","1","a"
"15.4","b","c","d","1","a"
"15.5","c","a","d","1","a"
"15.600000000000001","a","b","d","1","a"
"15.700000000000001","b","c","d","1","a"
"15.8","c","a","d","1","a"
"15.9","a","b","d","1","a"
"16.0","b","c","d","1","a"
"16.1","c","a","d","1","a"
"16.2","a","b","d","1","a"
"16.3","b","c","d","1","a"
"16.400000000000002","c","a","d","1","a"
"16.5","a","b","d","1","a"
"16.6","b","c","d","1","a"
"16.7","c","a","d","1","a"
"16.8","a","b","d","1","a"
"16.900000000000002","b","c","d","1","a"
"17.0","c","a","d","1","a"
"17.1","a","b","d","1","a"
"17.2","b","c","d","1","a"
"17.3","c","a","d","1","a"
"17.400000000000002","a","b","d","1","a"
"17.5","b","c","d","1","a"
"17.6","c","a","d","1","a"
"17.7","a","b","d","1","a"
"17.8","b","c","d","1","a"
"17.900000000000002","c","a","d","1","a"
"18.0","a","b","d","1","a"
"18.1","b","c","d","1","a"
"18.2","c","a","d","1","a"
"18.3","a","b","d","1","a"
"18.400000000000002","b","c","d","1","a"
"18.5","c","a","d","1","a"
"18.6","a","b","d","1","a"
"18.7","b","c","d","1","a"
"18.8","c","a","d","1","a"
"18.900000000000002","a","b","d","1","a"
"19.0","b","c","d","1","a"
"19.1","c","a","d","1","a"
"19.200000000000003","a","b","d","1","a"
"19.3","b","c","d","1","a"
"19.400000000000002","c","a","d","1","a"
"19.5","a","b","d","1","a"
"19.6","b","c","d","1","a"
"19.700000000000003","c","a","d","1","a"
"19.8","a","b","d","1","a"
"19.900000000000002","b","c","d","1","a"
"20.0","c","a","d","1","a"
"20.1","a","b","d","1","a"
"20.200000000000003","b","c","d","1","a"
"20.3","c","a","d","1","a"
"20.400000000000002","a","b","d","1","a"
"20.5","b","c","d","1","a"
"20.6","c","a","d","1","a"
"20.700000000000003","a","b","d","1","a"
"20.8","b","c","d","1","a"
"20.900000000000002","c","a","d","1","a"
"21.0","a","b","d","1","a"
"21.1","b","c","d","1","a"
"21.200000000000003","c","a","d","1","a"
"21.3","a","b","d","1","a"
"21.400000000000002","b","c","d","1","a"
"21.5","c","a","d","1","a"
"21.6","a","b","d","1","a"
"21.700000000000003","b","c","d","1","a"
"21.8","c","a","d","1","a"
"21.900000000000002","a","b","d","1","a"
"22.0","b","c","d","1","a"
"22.1","c","a","d","1","a"
"22.200000000000003","a","b","d","1","a"
"22.3","b","c","d","1","a"
"22.400000000000002","c","a","d","1","a"
"22.5","a","b","d","1","a"
"22.6","b","c","d","1","a"
"22.700000000000003","c","a","d","1","a"
"22.8","a","b","d","1","a"
"22.900000000000002","b","c","d","1","a"
"23.0","c","a","d","1","a"
"23.1","a","b","d","1","a"
"23.200000000000003","b","c","d","1","a"
"23.3","c","a","d","1","a"
"23.400000000000002","a","b","d","1","a"
"23.5","b","c","d","1","a"
"23.6","c","a","d","1","a"
"23.700000000000003","a","b","d","1","a"
"23.8","b","c","d","1","a"
"23.900000000000002","c","a","d","1","a"
"24.0","a","b","d","1","a"
"24.1","b","c","d","1","a"
"24.200000000000003","c","a","d","1","a"
"24.3","a","b","d","1","a"
"24.400000000000002","b","c","d","1","a"
"24.5","c","a","d","1","a"
"24.6","a","b","d","1","a"
"24.700000000000003","b","c","d","1","a"
"24.8","c","a","d","1","a"
"24.900000000000002","a","b","d","1","a"
"25.0","b","c","d","1","a"
"25.1","c","a","d","1","a"
"25.200000000000003","a","b","d","1","a"
"25.3","b","c","d","1","a"
"25.400000000000002","c","a","d","1","a"
"25.5","a","b","d","1","a"
"25.6","b","c","d","1","a"
"25.700000000000003","c","a","d","1","a"
"25.8","a","b","d","1","a"
"25.900000000000002","b","c","d","1","a"
"26.0","c","a","d","1","a"
"26.1","a","b","d","1","a"
"26.200000000000003","b","c","d","1","a"
"26.3","c","a","d","1","a"
"26.400000000000002","a","b","d","1","a"
"26.5","b","c","d","1","a"
"26.6","c","a","d","1","a"
"26.700000000000003","a","b","d","1","a"
"26.8","b","c","d","1","a"
"26.900000000000002","c","a","d","1","a"
"27.0","a","b","d","1","a"
"27.1","b","c","d","1","a"
"27.200000000000003","c","a","d","1","a"
"27.3","a","b","d","1","a"
"27.400000000000002","b","c","d","1","a"
"27.5","c","a","d","1","a"
"27.6","a","b","d","1","a"
"27.700000000000003","b","c","d","1","a"
"27.8","c","a","d","1","a"
"27.900000000000002","a","b","d","1","a"
"28.0","b","c","d","1","a"
"28.1","c","a","d","1","a"
"28.200000000000003","a","b","d","1","a"
"28.3","b","c","d","1","a"
"28.400000000000002","c","a","d","1","a"
"28.5","a","b","d","1","a"
"28.6","b","c","d","1","a"
"28.700000000000003","c","a","d","1","a"
"28.8","a","b","d","1","a"
"28.900000000000002","b","c","d","1","a"
"29.0","c","a","d","1","a"
"29.1","a","b","d","1","a"
"29.200000000000003","b","c","d","1","a"
"29.3","c","a","d","1","a"
"29.400000000000002","a","b","d","1","a"
"29.5","b","c","d","1","a"
"29.6","c","a","d","1","a"
"29.700000000000003","a","b","d","1","a"
"29.8","b","c","d","1","a"
"29.900000000000002","c","a","d","1","a"
"30.0","a","b","d","1","a"
"30.1","b","c","d","1","a"
"30.200000000000003","c","a","d","1","a"
"30.3","a","b","d","1","a"
"30.400000000000002","b","c","d","1","a"
"30.5","c","a","d","1","a"
"30.6","a","b","d","1","a"
"30.700000000000003","b","c","d","1","a"
"30.8","c","a","d","1","a"
"30.900000000000002","a","b","d","1","a"
"31.0","b","c","d","1","a"
"31.1","c","a","d","1","a"
"31.200000000000003","a","b","d","1","a"
"31.3","b","c","d","1","a"
"31.400000000000002","c","a","d","1","a"
"31.5","a","b","d","1","a"
"31.6","b","c","d","1","a"
"31.700000000000003","c","a","d","1","a"
"31.8","a","b","d","1","a"
"31.900000000000002","b","c","d","1","a"
"32.0","c","a","d","1","a"
"32.1","a","b","d","1","a"
"32.2","b","c","d","1","a"
"32.300000000000004","c","a","d","1","a"
"32.4","a","b","d","1","a"
"32.5","b","c","d","1","a"
"32.6","c","a","d","1","a"
"32.7","a","b","d","1","a"
"32.800000000000004","b","c","d","1","a"
"32.9","c","a","d","1","a"
"33.0","a","b","d","1","a"
"33.1","b","c","d","1","a"
"33.2","c","a","d","1","a"
"33.300000000000004","a","b","d","1","a"
"33.4","b","c","d","1","a"
"33.5","c","a","d","1","a"
"33.6","a","b","d","1","a"
"33.7","b","c","d","1","a"
"33.800000000000004","c","a","d","1","a"
"33.9","a","b","d","1","a"
"34.0","b","c","d","1","a"
"34.1","c","a","d","1","a"
"34.2","a","b","d","1","a"
"34.300000000000004","b","c","d","1","a"
"34.4","c","a","d","1","a"
"34.5","a","b","d","1","a"
"34.6","b","c","d","1","a"
"34.7","c","a","d","1","a"
"34.800000000000004","a","b","d","1","a"
"34.9","b","c","d","1","a"
"35.0","c","a","d","1","a"
"35.1","a","b","d","1","a"
"35.2","b","c","d","1","a"
"35.300000000000004","c","a","d","1","a"
"35.4","a","b","d","1","a"
"35.5","b","c","d","1","a"
"35.6","c","a","d","1","a"
"35.7","a","b","d","1","a"
"35.800000000000004","b","c","d","1","a"
"35.9","c","a","d","1","a"
"36.0","a","b","d","1","a"
"36.1","b","c","d","1","a"
"36.2","c","a","d","1","a"
"36.300000000000004","a","b","d","1","a"
"36.4","b","c","d","1","a"
"36.5","c","a","d","1","a"
"36.6","a","b","d","1","a"
"36.7","b","c","d","1","a"
"36.800000000000004","c","a","d","1","a"
"36.9","a","b","d","1","a"
"37.0","b","c","d","1","a"
"37.1","c","a","d","1","a"
"37.2","a","b","d","1","a"
"37.300000000000004","b","c","d","1","a"
"37.4","c","a","d","1","a"
"37.5","a","b","d","1","a"
"37.6","b","c","d","1","a"
"37.7","c","a","d","1","a"
"37.800000000000004","a","b","d","1","a"
"37.9","b","c","d","1","a"
"38.0","c","a","d","1","a"
"38.1","a","b","d","1","a"
"38.2","b","c","d","1","a"
"38.300000000000004","c","a","d","1","a"
"38.400000000000006","a","b","d","1","a"
"38.5","b","c","d","1","a"
"38.6","c","a","d","1","a"
"38.7","a","b","d","1","a"
"38.800000000000004","b","c","d","1","a"
"38.900000000000006","c","a","d","1","a"
"39.0","a","b","d","1","a"
"39.1","b","c","d","1","a"
"39.2","c","a","d","1","a"
"39.300000000000004","a","b","d","1","a"
"39.400000000000006","b","c","d","1","a"
"39.5","c","a","d","1","a"
"39.6","a","b","d","1","a"
"39.7","b","c","d","1","a"
"39.800000000000004","c","a","d","1","a"
"39.900000000000006","a","b","d","1","a"
"40.0","b","c","d","1","a"
"40.1","c","a","d","1","a"
"40.2","a","b","d","1","a"
"40.300000000000004","b","c","d","1","a"
"40.400000000000006","c","a","d","1","a"
"40.5","a","b","d","1","a"
"40.6","b","c","d","1","a"
"40.7","c","a","d","1","a"
"40.800000000000004","a","b","d","1","a"
"40.900000000000006","b","c","d","1","a"
"41.0","c","a","d","1","a"
"41.1","a","b","d","1","a"
"41.2","b","c","d","1","a"
"41.300000000000004","c","a","d","1","a"
"41.400000000000006","a","b","d","1","a"
"41.5","b","c","d","1","a"
"41.6","c","a","d","1","a"
"41.7","a","b","d","1","a"
"41.800000000000004","b","c","d","1","a"
"41.900000000000006","c","a","d","1","a"
"42.0","a","b","d","1","a"
"42.1","b","c","d","1","a"
"42.2","c","a","d","1","a"
"42.300000000000004","a","b","d","1","a"
"42.400000000000006","b","c","d","1","a"
"42.5","c","a","d","1","a"
"42.6","a","b","d","1","a"
"42.7","b","c","d","1","a"
"42.800000000000004","c","a","d","1","a"
"42.900000000000006","a","b","d","1","a"
"43.0","b","c","d","1","a"
"43.1","c","a","d","1","a"
"43.2","a","b","d","1","a"
"43.300000000000004","b","c","d","1","a"
"43.400000000000006","c","a","d","1","a"
"43.5","a","b","d","1","a"
"43.6","b","c","d","1","a"
"43.7","c","a","d","1","a"
"43.800000000000004","a","b","d","1","a"
"43.900000000000006","b","c","d","1","a"
"44.0","c","a","d","1","a"
"44.1","a","b","d","1","a"
"44.2","b","c","d","1","a"
"44.300000000000004","c","a","d","1","a"
"44.400000000000006","a","b","d","1","a"
"44.5","b","c","d","1","a"
"44.6","c","a","d","1","a"
"44.7","a","b","d","1","a"
"44.800000000000004","b","c","d","1","a"
"44.900000000000006","c","a","d","1","a"
"45.0","a","b","d","1","a"
"45.1","b","c","d","1","a"
"45.2","c","a","d","1","a"
"45.300000000000004","a","b","d","1","a"
"45.400000000000006","b","c","d","1","a"
"45.5","c","a","d","1","a"
"45.6","a","b","d","1","a"
"45.7","b","c","d","1","a"
"45.800000000000004","c","a","d","1","a"
"45.900000000000006","a","b","d","1","a"
"46.0","b","c","d","1","a"
"46.1","c","a","d","1","a"
"46.2","a","b","d","1","a"
"46.300000000000004","b","c","d","1","a"
"46.400000000000006","c","a","d","1","a"
"46.5","a","b","d","1","a"
"46.6","b","c","d","1","a"
"46.7","c","a","d","1","a"
"46.800000000000004","a","b","d","1","a"
"46.900000000000006","b","c","d","1","a"
"47.0","c","a","d","1","a"
"47.1","a","b","d","1","a"
"47.2","b","c","d","1","a"
"47.300000000000004","c","a","d","1","a"
"47.400000000000006","a","b","d","1","a"
"47.5","b","c","d","1","a"
"47.6","c","a","d","1","a"
"47.7","a","b","d","1","a"
"47.800000000000004","b","c","d","1","a"
"47.900000000000006","c","a","d","1","a"
"48.0","a","b","d","1","a"
"48.1","b","c","d","1","a"
"48.2","c","a","d","1","a"
"48.300000000000004","a","b","d","1","a"
"48.400000000000006","b","c","d","1","a"
"48.5","c","a","d","1","a"
"48.6","a","b","d","1","a"
"48.7","b","c","d","1","a"
"48.800000000000004","c","a","d","1","a"
"48.900000000000006","a","b","d","1","a"
"49.0","b","c","d","1","a"
"49.1","c","a","d","1","a"
"49.2","a","b","d","1","a"
"49.300000000000004","b","c","d","1","a"
"49.400000000000006","c","a","d","1","a"
"49.5","a","b","d","1","a"
"49.6","b","c","d","1","a"
"49.7","c","a","d","1","a"
"49.800000000000004","a","b","d","1","a"
"49.900000000000006","b","c","d","1","a"
"50.0","c","a","d","1","a"
"50.1","a","b","d","1","a"
"50.2","b","c","d","1","a"
"50.300000000000004","c","a","d","1","a"
"50.400000000000006","a","b","d","1","a"
"50.5","b","c","d","1","a"
"50.6","c","a","d","1","a"
"50.7","a","b","d","1","a"
"50.800000000000004","b","c","d","1","a"
"50.900000000000006","c","a","d","1","a"
"51.0","a","b","d","1","a"
"51.1","b","c","d","1","a"
"51.2","c","a","d","1","a"
"51.300000000000004","a","b","d","1","a"
"51.400000000000006","b","c","d","1","a"
"51.5","c","a","d","1","a"
"51.6","a","b","d","1","a"
"51.7","b","c","d","1","a"
"51.800000000000004","c","a","d","1","a"
"51.900000000000006","a","b","d","1","a"
"52.0","b","c","d","1","a"
"52.1","c","a","d","1","a"
"52.2","a","b","d","1","a"
"52.300000000000004","b","c","d","1","a"
"52.400000000000006","c","a","d","1","a"
"52.5","a","b","d","1","a"
"52.6","b","c","d","1","a"
"52.7","c","a","d","1","a"
"52.800000000000004","a","b","d","1","a"
"52.900000000000006","b","c","d","1","a"
"53.0","c","a","d","1","a"
"53.1","a","b","d","1","a"
"53.2","b","c","d","1","a"
"53.300000000000004","c","a","d","1","a"
"53.400000000000006","a","b","d","1","a"
"53.5","b","c","d","1","a"
"53.6","c","a","d","1","a"
"53.7","a","b","d","1","a"
"53.800000000000004","b","c","d","1","a"
"53.900000000000006","c","a","d","1","a"
"54.0","a","b","d","1","a"
"54.1","b","c","d","1","a"
"54.2","c","a","d","1","a"
"54.300000000000004","a","b","d","1","a"
"54.400000000000006","b","c","d","1","a"
"54.5","c","a","d","1","a"
"54.6","a","b","d","1","a"
"54.7","b","c","d","1","a"
"54.800000000000004","c","a","d","1","a"
"54.900000000000006","a","b","d","1","a"
"55.0","b","c","d","1","a"
"55.1","c","a","d","1","a"
"55.2","a","b","d","1","a"
"55.300000000000004","b","c","d","1","a"
"55.400000000000006","c","a","d","1","a"
"55.5","a","b","d","1","a"
"55.6","b","c","d","1","a"
"55.7","c","a","d","1","a"
"55.800000000000004","a","b","d","1","a"
"55.900000000000006","b","c","d","1","a"
"56.0","c","a","d","1","a"
"56.1","a","b","d","1","a"
"56.2","b","c","d","1","a"
"56.300000000000004","c","a","d","1","a"
"56.400000000000006","a","b","d","1","a"
"56.5","b","c","d","1","a"
"56.6","c","a","d","1","a"
"56.7","a","b","d","1","a"
"56.800000000000004","b","c","d","1","a"
"56.900000000000006","c","a","d","1","a"
"57.0","a","b","d","1","a"
"57.1","b","c","d","1","a"
"57.2","c","a","d","1","a"
"57.300000000000004","a","b","d","1","a"
"57.400000000000006","b","c","d","1","a"
"57.5","c","a","d","1","a"
"57.6","a","b","d","1","a"
"57.7","b","c","d","1","a"
"57.800000000000004","c","a","d","1","a"
"57.900000000000006","a","b","d","1","a"
"58.0","b","c","d","1","a"
"58.1","c","a","d","1","a"
"58.2","a","b","d","1","a"
"58.300000000000004","b","c","d","1","a"
"58.400000000000006","c","a","d","1","a"
"58.5","a","b","d","1","a"
"58.6","b","c","d","1","a"
"58.7","c","a","d","1","a"
"58.800000000000004","a","b","d","1","a"
"58.900000000000006","b","c","d","1","a"
"59.0","c","a","d","1","a"
"59.1","a","b","d","1","a"
"59.2","b","c","d","1","a"
"59.300000000000004","c","a","d","1","a"
"59.400000000000006","a","b","d","1","a"
"59.5","b","c","d","1","a"
"59.6","c","a","d","1","a"
"59.7","a","b","d","1","a"
"59.800000000000004","b","c","d","1","a"
"59.900000000000006","c","a","d","1","a"
"60.0","a","b","d","1","a"
"60.1","b","c","d","1","a"
"60.2","c","a","d","1","a"
"60.300000000000004","a","b","d","1","a"
"60.400000000000006","b","c","d","1","a"
"60.5","c","a","d","1","a"
"60.6","a","b","d","1","a"
"60.7","b","c","d","1","a"
"60.800000000000004","c","a","d","1","a"
"60.900000000000006","a","b","d","1","a"
"61.0","b","c","d","1","a"
"61.1","c","a","d","1","a"
"61.2","a","b","d","1","a"
"61.300000000000004","b","c","d","1","a"
"61.400000000000006","c","a","d","1","a"
"61.5","a","b","d","1","a"
"61.6","b","c","d","1","a"
"61.7","c","a","d","1","a"
"61.800000000000004","a","b","d","1","a"
"61.900000000000006","b","c","d","1","a"
"62.0","c","a","d","1","a"
"62.1","a","b","d","1","a"
"62.2","b","c","d","1","a"
"62.300000000000004","c","a","d","1","a"
"62.400000000000006","a","b","d","1","a"
"62.5","b","c","d","1","a"
"62.6","c","a","d","1","a"
"62.7","a","b","d","1","a"
"62.800000000000004","b","c","d","1","a"
"62.900000000000006","c","a","d","1","a"
"63.0","a","b","d","1","a"
"63.1","b","c","d","1","a"
"63.2","c","a","d","1","a"
"63.300000000000004","a","b","d","1","a"
"63.400000000000006","b","c","d","1","a"
"63.5","c","a","d","1","a"
"63.6","a","b","d","1","a"
"63.7","b","c","d","1","a"
"63.800000000000004","c","a","d","1","a"
"63.900000000000006","a","b","d","1","a"
"64.0","b","c","d","1","a"
"64.10000000000001","c","a","d","1","a"
"64.2","a","b","d","1","a"
"64.3","b","c","d","1","a"
"64.4","c","a","d","1","a"
"64.5","a","b","d","1","a"
"64.60000000000001","b","c","d","1","a"
"64.7","c","a","d","1","a"
"64.8","a","b","d","1","a"
"64.9","b","c","d","1","a"
"65.0","c","a","d","1","a"
"65.10000000000001","a","b","d","1","a"
"65.2","b","c","d","1","a"
"65.3","c","a","d","1","a"
"65.4","a","b","d","1","a"
"65.5","b","c","d","1","a"
"65.60000000000001","c","a","d","1","a"
"65.7","a","b","d","1","a"
"65.8","b","c","d","1","a"
"65.9","c","a","d","1","a"
"66.0","a","b","d","1","a"
"66.10000000000001","b","c","d","1","a"
"66.2","c","a","d","1","a"
"66.3","a","b","d","1","a"
"66.4","b","c","d","1","a"
"66.5","c","a","d","1","a"
"66.60000000000001","a","b","d","1","a"
"66.7","b","c","d","1","a"
"66.8","c","a","d","1","a"
"66.9","a","b","d","1","a"
"67.0","b","c","d","1","a"
"67.10000000000001","c","a","d","1","a"
"67.2","a","b","d","1","a"
"67.3","b","c","d","1","a"
"67.4","c","a","d","1","a"
"67.5","a","b","d","1","a"
"67.60000000000001","b","c","d","1","a"
"67.7","c","a","d","1","a"
"67.8","a","b","d","1","a"
"67.9","b","c","d","1","a"
"68.0","c","a","d","1","a"
"68.10000000000001","a","b","d","1","a"
"68.2","b","c","d","1","a"
"68.3","c","a","d","1","a"
"68.4","a","b","d","1","a"
"68.5","b","c","d","1","a"
"68.60000000000001","c","a","d","1","a"
"68.7","a","b","d","1","a"
"68.8","b","c","d","1","a"
"68.9","c","a","d","1","a"
"69.0","a","b","d","1","a"
"69.10000000000001","b","c","d","1","a"
"69.2","c","a","d","1","a"
"69.3","a","b","d","1","a"
"69.4","b","c","d","1","a"
"69.5","c","a","d","1","a"
"69.60000000000001","a","b","d","1","a"
"69.7","b","c","d","1","a"
"69.8","c","a","d","1","a"
"69.9","a","b","d","1","a"
"70.0","b","c","d","1","a"
"70.10000000000001","c","a","d","1","a"
"70.2","a","b","d","1","a"
"70.3","b","c","d","1","a"
"70.4","c","a","d","1","a"
"70.5","a","b","d","1","a"
"70.60000000000001","b","c","d","1","a"
"70.7","c","a","d","1","a"
"70.8","a","b","d","1","a"
"70.9","b","c","d","1","a"
"71.0","c","a","d","1","a"
"71.10000000000001","a","b","d","1","a"
"71.2","b","c","d","1","a"
"71.3","c","a","d","1","a"
"71.4","a","b","d","1","a"
"71.5","b","c","d","1","a"
"71.60000000000001","c","a","d","1","a"
"71.7","a","b","d","1","a"
"71.8","b","c","d","1","a"
"71.9","c","a","d","1","a"
"72.0","a","b","d","1","a"
"72.10000000000001","b","c","d","1","a"
"72.2","c","a","d","1","a"
"72.3","a","b","d","1","a"
"72.4","b","c","d","1","a"
"72.5","c","a","d","1","a"
"72.60000000000001","a","b","d","1","a"
"72.7","b","c","d","1","a"
"72.8","c","a","d","1","a"
"72.9","a","b","d","1","a"
"73.0","b","c","d","1","a"
"73.10000000000001","c","a","d","1","a"
"73.2","a","b","d","1","a"
"73.3","b","c","d","1","a"
"73.4","c","a","d","1","a"
"73.5","a","b","d","1","a"
"73.60000000000001","b","c","d","1","a"
"73.7","c","a","d","1","a"
"73.8","a","b","d","1","a"
"73.9","b","c","d","1","a"
"74.0","c","a","d","1","a"
"74.10000000000001","a","b","d","1","a"
"74.2","b","c","d","1","a"
"74.3","c","a","d","1","a"
"74.4","a","b","d","1","a"
"74.5","b","c","d","1","a"
"74.60000000000001","c","a","d","1","a"
"74.7","a","b","d","1","a"
"74.8","b","c","d","1","a"
"74.9","c","a","d","1","a"
"75.0","a","b","d","1","a"
"75.10000000000001","b","c","d","1","a"
"75.2","c","a","d","1","a"
"75.3","a","b","d","1","a"
"75.4","b","c","d","1","a"
"75.5","c","a","d","1","a"
"75.60000000000001","a","b","d","1","a"
"75.7","b","c","d","1","a"
"75.8","c","a","d","1","a"
"75.9","a","b","d","1","a"
"76.0","b","c","d","1","a"
"76.10000000000001","c","a","d","1","a"
"76.2","a","b","d","1","a"
"76.3","b","c","d","1","a"
"76.4","c","a","d","1","a"
"76.5","a","b","d","1","a"
"76.60000000000001","b","c","d","1","a"
"76.7","c","a","d","1","a"
"76.80000000000001","a","b","d","1","a"
"76.9","b","c","d","1","a"
"77.0","c","a","d","1","a"
"77.10000000000001","a","b","d","1","a"
"77.2","b","c","d","1","a"
"77.30000000000001","c","a","d","1","a"
"77.4","a","b","d","1","a"
"77.5","b","c","d","1","a"
"77.60000000000001","c","a","d","1","a"
"77.7","a","b","d","1","a"
"77.80000000000001","b","c","d","1","a"
"77.9","c","a","d","1","a"
"78.0","a","b","d","1","a"
"78.10000000000001","b","c","d","1","a"
"78.2","c","a","d","1","a"
"78.30000000000001","a","b","d","1","a"
"78.4","b","c","d","1","a"
"78.5","c","a","d","1","a"
"78.60000000000001","a","b","d","1","a"
"78.7","b","c","d","1","a"
"78.80000000000001","c","a","d","1","a"
"78.9","a","b","d","1","a"
"79.0","b","c","d","1","a"
"79.10000000000001","c","a","d","1","a"
"79.2","a","b","d","1","a"
"79.30000000000001","b","c","d","1","a"
"79.4","c","a","d","1","a"
"79.5","a","b","d","1","a"
"79.60000000000001","b","c","d","1","a"
"79.7","c","a","d","1","a"
"79.80000000000001","a","b","d","1","a"
"79.9","b","c","d","1","a"
"80.0","c","a","d","1","a"
"80.10000000000001","a","b","d","1","a"
