"Time","F1","F2","F3","C1","C2"
"28.0","b","b","c","2","d"
"28.1","a","c","b","2","d"
"28.200000000000003","c","b","d","2","d"
"28.3","b","c","d","2","d"
"28.400000000000002","a","b","d","2","d"
"28.5","c","c","d","2","d"
"28.6","b","b","c","2","d"
"28.700000000000003","a","c","b","2","d"
"28.8","c","b","d","2","d"
"28.900000000000002","b","c","d","2","d"
"29.0","a","b","d","2","d"
"29.1","c","c","d","2","d"
"29.200000000000003","b","b","c","2","d"
"29.3","a","c","b","2","d"
"29.400000000000002","c","b","d","2","d"
"29.5","b","c","d","2","d"
"29.6","a","b","d","2","d"
"29.700000000000003","c","c","d","2","d"
"29.8","b","b","c","2","d"
"29.900000000000002","a","c","b","2","d"
"30.0","c","b","d","2","d"
"30.1","b","c","d","2","d"
"30.200000000000003","a","b","d","2","d"
"30.3","c","c","d","2","d"
"30.400000000000002","b","b","c","2","d"
"30.5","a","c","b","2","d"
"30.6","c","b","d","2","d"
"30.700000000000003","b","c","d","2","d"
"30.8","a","b","d","2","d"
"30.900000000000002","c","c","d","2","d"
"31.0","b","b","c","2","d"
"31.1","a","c","b","2","d"
"31.200000000000003","c","b","d","2","d"
"31.3","b","c","d","2","d"
"31.400000000000002","a","b","d","2","d"
"31.5","c","c","d","2","d"
"31.6","b","b","c","2","d"
"31.700000000000003","a","c","b","2","d"
"31.8","c","b","d","2","d"
"31.900000000000002","b","c","d","2","d"
"32.0","a","b","d","2","d"
"32.1","c","c","d","2","d"
"32.2","b","b","c","2","d"
"32.300000000000004","a","c","b","2","d"
"32.4","c","b","d","2","d"
"32.5","b","c","d","2","d"
"32.6","a","b","d","2","d"
"32.7","c","c","d","2","d"
"32.800000000000004","b","b","c","2","d"
"32.9","a","c","b","2","d"
"33.0","c","b","d","2","d"
"33.1","b","c","d","2","d"
"33.2","a","b","d","2","d"
"33.300000000000004","c","c","d","2","d"
"33.4","b","b","c","2","d"
"33.5","a","c","b","2","d"
"33.6","c","b","d","2","d"
"33.7","b","c","d","2","d"
"33.800000000000004","a","b","d","2","d"
"33.9","c","c","d","2","d"
"34.0","b","b","c","2","d"
"34.1","a","c","b","2","d"
"34.2","c","b","d","2","d"
"34.300000000000004","b","c","d","2","d"
"34.4","a","b","d","2","d"
"34.5","c","c","d","2","d"
"34.6","b","b","c","2","d"
"34.7","a","c","b","2","d"
"34.800000000000004","c","b","d","2","d"
"34.9","b","c","d","2","d"
"35.0","a","b","d","2","d"
"35.1","c","c","d","2","d"
"35.2","b","b","c","2","d"
"35.300000000000004","a","c","b","2","d"
"35.4","c","b","d","2","d"
"35.5","b","c","d","2","d"
"35.6","a","b","d","2","d"
"35.7","c","c","d","2","d"
"35.800000000000004","b","b","c","2","d"
"35.9","a","c","b","2","d"
"36.0","c","b","d","2","d"
"36.1","b","c","d","2","d"
"36.2","a","b","d","2","d"
"36.300000000000004","c","c","d","2","d"
"36.4","b","b","c","2","d"
"36.5","a","c","b","2","d"
"36.6","c","b","d","2","d"
"36.7","b","c","d","2","d"
"36.800000000000004","a","b","d","2","d"
"36.9","c","c","d","2","d"
"37.0","b","b","c","2","d"
"37.1","a","c","b","2","d"
"37.2","c","b","d","2","d"
"37.300000000000004","b","c","d","2","d"
"37.4","a","b","d","2","d"
"37.5","c","c","d","2","d"
"37.6","b","b","c","2","d"
"37.7","a","c","b","2","d"
"37.800000000000004","c","b","d","2","d"
"37.9","b","c","d","2","d"
"38.0","a","b","d","2","d"
"38.1","c","c","d","2","d"
"38.2","b","b","c","2","d"
"38.300000000000004","a","c","b","2","d"
"38.400000000000006","c","b","d","2","d"
"38.5","b","c","d","2","d"
"38.6","a","b","d","2","d"
"38.7","c","c","d","2","d"
"38.800000000000004","b","b","c","2","d"
"38.900000000000006","a","c","b","2","d"
"39.0","c","b","d","2","d"
"39.1","b","c","d","2","d"
"39.2","a","b","d","2","d"
"39.300000000000004","c","c","d","2","d"
"39.400000000000006","b","b","c","2","d"
"39.5","a","c","b","2","d"
"39.6","c","b","d","2","d"
"39.7","b","c","d","2","d"
"39.800000000000004","a","b","d","2","d"
"39.900000000000006","c","c","d","2","d"
"40.0","b","b","c","2","d"
"40.1","a","c","b","2","d"
"40.2","c","b","d","2","d"
"40.300000000000004","b","c","d","2","d"
"40.400000000000006","a","b","d","2","d"
"40.5","c","c","d","2","d"
"40.6","b","b","c","2","d"
"40.7","a","c","b","2","d"
"40.800000000000004","c","b","d","2","d"
"40.900000000000006","b","c","d","2","d"
"41.0","a","b","d","2","d"
"41.1","c","c","d","2","d"
"41.2","b","b","c","2","d"
"41.300000000000004","a","c","b","2","d"
"41.400000000000006","c","b","d","2","d"
"41.5","b","c","d","2","d"
"41.6","a","b","d","2","d"
"41.7","c","c","d","2","d"
"41.800000000000004","b","b","c","2","d"
"41.900000000000006","a","c","b","2","d"
"42.0","c","b","d","2","d"
"42.1","b","c","d","2","d"
"42.2","a","b","d","2","d"
"42.300000000000004","c","c","d","2","d"
"42.400000000000006","b","b","c","2","d"
"42.5","a","c","b","2","d"
"42.6","c","b","d","2","d"
"42.7","b","c","d","2","d"
"42.800000000000004","a","b","d","2","d"
"42.900000000000006","c","c","d","2","d"
"43.0","b","b","c","2","d"
"43.1","a","c","b","2","d"
"43.2","c","b","d","2","d"
"43.300000000000004","b","c","d","2","d"
"43.400000000000006","a","b","d","2","d"
"43.5","c","c","d","2","d"
"43.6","b","b","c","2","d"
"43.7","a","c","b","2","d"
"43.800000000000004","c","b","d","2","d"
"43.900000000000006","b","c","d","2","d"
"44.0","a","b","d","2","d"
"44.1","c","c","d","2","d"
"44.2","b","b","c","2","d"
"44.300000000000004","a","c","b","2","d"
"44.400000000000006","c","b","d","2","d"
"44.5","b","c","d","2","d"
"44.6","a","b","d","2","d"
"44.7","c","c","d","2","d"
"44.800000000000004","b","b","c","2","d"
"44.900000000000006","a","c","b","2","d"
"45.0","c","b","d","2","d"
"45.1","b","c","d","2","d"
"45.2","a","b","d","2","d"
"45.300000000000004","c","c","d","2","d"
"45.400000000000006","b","b","c","2","d"
"45.5","a","c","b","2","d"
"45.6","c","b","d","2","d"
"45.7","b","c","d","2","d"
"45.800000000000004","a","b","d","2","d"
"45.900000000000006","c","c","d","2","d"
"46.0","b","b","c","2","d"
"46.1","a","c","b","2","d"
"46.2","c","b","d","2","d"
"46.300000000000004","b","c","d","2","d"
"46.400000000000006","a","b","d","2","d"
"46.5","c","c","d","2","d"
"46.6","b","b","c","2","d"
"46.7","a","c","b","2","d"
"46.800000000000004","c","b","d","2","d"
"46.900000000000006","b","c","d","2","d"
"47.0","a","b","d","2","d"
"47.1","c","c","d","2","d"
"47.2","b","b","c","2","d"
"47.300000000000004","a","c","b","2","d"
"47.400000000000006","c","b","d","2","d"
"47.5","b","c","d","2","d"
"47.6","a","b","d","2","d"
"47.7","c","c","d","2","d"
"47.800000000000004","b","b","c","2","d"
"47.900000000000006","a","c","b","2","d"
"48.0","c","b","d","2","d"
"48.1","b","c","d","2","d"
"48.2","a","b","d","2","d"
"48.300000000000004","c","c","d","2","d"
"48.400000000000006","b","b","c","2","d"
"48.5","a","c","b","2","d"
"48.6","c","b","d","2","d"
"48.7","b","c","d","2","d"
"48.800000000000004","a","b","d","2","d"
"48.900000000000006","c","c","d","2","d"
"49.0","b","b","c","2","d"
"49.1","a","c","b","2","d"
"49.2","c","b","d","2","d"
"49.300000000000004","b","c","d","2","d"
"49.400000000000006","a","b","d","2","d"
"49.5","c","c","d","2","d"
"49.6","b","b","c","2","d"
"49.7","a","c","b","2","d"
"49.800000000000004","c","b","d","2","d"
"49.900000000000006","b","c","d","2","d"
"50.0","a","b","d","2","d"
"50.1","c","c","d","2","d"
"50.2","b","b","c","2","d"
"50.300000000000004","a","c","b","2","d"
"50.400000000000006","c","b","d","2","d"
"50.5","b","c","d","2","d"
"50.6","a","b","d","2","d"
"50.7","c","c","d","2","d"
"50.800000000000004","b","b","c","2","d"
"50.900000000000006","a","c","b","2","d"
"51.0","c","b","d","2","d"
"51.1","b","c","d","2","d"
"51.2","a","b","d","2","d"
"51.300000000000004","c","c","d","2","d"
"51.400000000000006","b","b","c","2","d"
"51.5","a","c","b","2","d"
"51.6","c","b","d","2","d"
"51.7","b","c","d","2","d"
"51.800000000000004","a","b","d","2","d"
"51.900000000000006","c","c","d","2","d"
"52.0","b","b","c","2","d"
"52.1","a","c","b","2","d"
"52.2","c","b","d","2","d"
"52.300000000000004","b","c","d","2","d"
"52.400000000000006","a","b","d","2","d"
"52.5","c","c","d","2","d"
"52.6","b","b","c","2","d"
"52.7","a","c","b","2","d"
"52.800000000000004","c","b","d","2","d"
"52.900000000000006","b","c","d","2","d"
"53.0","a","b","d","2","d"
"53.1","c","c","d","2","d"
"53.2","b","b","c","2","d"
"53.300000000000004","a","c","b","2","d"
"53.400000000000006","c","b","d","2","d"
"53.5","b","c","d","2","d"
"53.6","a","b","d","2","d"
"53.7","c","c","d","2","d"
"53.800000000000004","b","b","c","2","d"
"53.900000000000006","a","c","b","2","d"
"54.0","c","b","d","2","d"
"54.1","b","c","d","2","d"
"54.2","a","b","d","2","d"
"54.300000000000004","c","c","d","2","d"
"54.400000000000006","b","b","c","2","d"
"54.5","a","c","b","2","d"
"54.6","c","b","d","2","d"
"54.7","b","c","d","2","d"
"54.800000000000004","a","b","d","2","d"
"54.900000000000006","c","c","d","2","d"
"55.0","b","b","c","2","d"
"55.1","a","c","b","2","d"
"55.2","c","b","d","2","d"
"55.300000000000004","b","c","d","2","d"
"55.400000000000006","a","b","d","2","d"
"55.5","c","c","d","2","d"
"55.6","b","b","c","2","d"
"55.7","a","c","b","2","d"
"55.800000000000004","c","b","d","2","d"
"55.900000000000006","b","c","d","2","d"
"56.0","a","b","d","2","d"
"56.1","c","c","d","2","d"
"56.2","b","b","c","2","d"
"56.300000000000004","a","c","b","2","d"
"56.400000000000006","c","b","d","2","d"
"56.5","b","c","d","2","d"
"56.6","a","b","d","2","d"
"56.7","c","c","d","2","d"
"56.800000000000004","b","b","c","2","d"
"56.900000000000006","a","c","b","2","d"
"57.0","c","b","d","2","d"
"57.1","b","c","d","2","d"
"57.2","a","b","d","2","d"
"57.300000000000004","c","c","d","2","d"
"57.400000000000006","b","b","c","2","d"
"57.5","a","c","b","2","d"
"57.6","c","b","d","2","d"
"57.7","b","c","d","2","d"
"57.800000000000004","a","b","d","2","d"
"57.900000000000006","c","c","d","2","d"
"58.0","b","b","c","2","d"
"58.1","a","c","b","2","d"
"58.2","c","b","d","2","d"
"58.300000000000004","b","c","d","2","d"
"58.400000000000006","a","b","d","2","d"
"58.5","c","c","d","2","d"
"58.6","b","b","c","2","d"
"58.7","a","c","b","2","d"
"58.800000000000004","c","b","d","2","d"
"58.900000000000006","b","c","d","2","d"
"59.0","a","b","d","2","d"
"59.1","c","c","d","2","d"
"59.2","b","b","c","2","d"
"59.300000000000004","a","c","b","2","d"
"59.400000000000006","c","b","d","2","d"
"59.5","b","c","d","2","d"
"59.6","a","b","d","2","d"
"59.7","c","c","d","2","d"
"59.800000000000004","b","b","c","2","d"
"59.900000000000006","a","c","b","2","d"
"60.0","c","b","d","2","d"
"60.1","b","c","d","2","d"
"60.2","a","b","d","2","d"
"60.300000000000004","c","c","d","2","d"
"60.400000000000006","b","b","c","2","d"
"60.5","a","c","b","2","d"
"60.6","c","b","d","2","d"
"60.7","b","c","d","2","d"
"60.800000000000004","a","b","d","2","d"
"60.900000000000006","c","c","d","2","d"
"61.0","b","b","c","2","d"
"61.1","a","c","b","2","d"
"61.2","c","b","d","2","d"
"61.300000000000004","b","c","d","2","d"
"61.400000000000006","a","b","d","2","d"
"61.5","c","c","d","2","d"
"61.6","b","b","c","2","d"
"61.7","a","c","b","2","d"
"61.800000000000004","c","b","d","2","d"
"61.900000000000006","b","c","d","2","d"
"62.0","a","b","d","2","d"
"62.1","c","c","d","2","d"
"62.2","b","b","c","2","d"
"62.300000000000004","a","c","b","2","d"
"62.400000000000006","c","b","d","2","d"
"62.5","b","c","d","2","d"
"62.6","a","b","d","2","d"
"62.7","c","c","d","2","d"
"62.800000000000004","b","b","c","2","d"
"62.900000000000006","a","c","b","2","d"
"63.0","c","b","d","2","d"
"63.1","b","c","d","2","d"
"63.2","a","b","d","2","d"
"63.300000000000004","c","c","d","2","d"
"63.400000000000006","b","b","c","2","d"
"63.5","a","c","b","2","d"
"63.6","c","b","d","2","d"
"63.7","b","c","d","2","d"
"63.800000000000004","a","b","d","2","d"
"63.900000000000006","c","c","d","2","d"
"64.0","b","b","c","2","d"
"64.10000000000001","a","c","b","2","d"
"64.2","c","b","d","2","d"
"64.3","b","c","d","2","d"
"64.4","a","b","d","2","d"
"64.5","c","c","d","2","d"
"64.60000000000001","b","b","c","2","d"
"64.7","a","c","b","2","d"
"64.8","c","b","d","2","d"
"64.9","b","c","d","2","d"
"65.0","a","b","d","2","d"
"65.10000000000001","c","c","d","2","d"
"65.2","b","b","c","2","d"
"65.3","a","c","b","2","d"
"65.4","c","b","d","2","d"
"65.5","b","c","d","2","d"
"65.60000000000001","a","b","d","2","d"
"65.7","c","c","d","2","d"
"65.8","b","b","c","2","d"
"65.9","a","c","b","2","d"
"66.0","c","b","d","2","d"
"66.10000000000001","b","c","d","2","d"
"66.2","a","b","d","2","d"
"66.3","c","c","d","2","d"
"66.4","b","b","c","2","d"
"66.5","a","c","b","2","d"
"66.60000000000001","c","b","d","2","d"
"66.7","b","c","d","2","d"
"66.8","a","b","d","2","d"
"66.9","c","c","d","2","d"
"67.0","b","b","c","2","d"
"67.10000000000001","a","c","b","2","d"
"67.2","c","b","d","2","d"
"67.3","b","c","d","2","d"
"67.4","a","b","d","2","d"
"67.5","c","c","d","2","d"
"67.60000000000001","b","b","c","2","d"
"67.7","a","c","b","2","d"
"67.8","c","b","d","2","d"
"67.9","b","c","d","2","d"
"68.0","a","b","d","2","d"
"68.10000000000001","c","c","d","2","d"
"68.2","b","b","c","2","d"
"68.3","a","c","b","2","d"
"68.4","c","b","d","2","d"
"68.5","b","c","d","2","d"
"68.60000000000001","a","b","d","2","d"
"68.7","c","c","d","2","d"
"68.8","b","b","c","2","d"
"68.9","a","c","b","2","d"
"69.0","c","b","d","2","d"
"69.10000000000001","b","c","d","2","d"
"69.2","a","b","d","2","d"
"69.3","c","c","d","2","d"
"69.4","b","b","c","2","d"
"69.5","a","c","b","2","d"
"69.60000000000001","c","b","d","2","d"
"69.7","b","c","d","2","d"
"69.8","a","b","d","2","d"
"69.9","c","c","d","2","d"
"70.0","b","b","c","2","d"
"70.10000000000001","a","c","b","2","d"
"70.2","c","b","d","2","d"
"70.3","b","c","d","2","d"
"70.4","a","b","d","2","d"
"70.5","c","c","d","2","d"
"70.60000000000001","b","b","c","2","d"
"70.7","a","c","b","2","d"
"70.8","c","b","d","2","d"
"70.9","b","c","d","2","d"
"71.0","a","b","d","2","d"
"71.10000000000001","c","c","d","2","d"
"71.2","b","b","c","2","d"
"71.3","a","c","b","2","d"
"71.4","c","b","d","2","d"
"71.5","b","c","d","2","d"
"71.60000000000001","a","b","d","2","d"
"71.7","c","c","d","2","d"
"71.8","b","b","c","2","d"
"71.9","a","c","b","2","d"
"72.0","c","b","d","2","d"
"72.10000000000001","b","c","d","2","d"
"72.2","a","b","d","2","d"
"72.3","c","c","d","2","d"
"72.4","b","b","c","2","d"
"72.5","a","c","b","2","d"
"72.60000000000001","c","b","d","2","d"
"72.7","b","c","d","2","d"
"72.8","a","b","d","2","d"
"72.9","c","c","d","2","d"
"73.0","b","b","c","2","d"
"73.10000000000001","a","c","b","2","d"
"73.2","c","b","d","2","d"
"73.3","b","c","d","2","d"
"73.4","a","b","d","2","d"
"73.5","c","c","d","2","d"
"73.60000000000001","b","b","c","2","d"
"73.7","a","c","b","2","d"
"73.8","c","b","d","2","d"
"73.9","b","c","d","2","d"
"74.0","a","b","d","2","d"
"74.10000000000001","c","c","d","2","d"
"74.2","b","b","c","2","d"
"74.3","a","c","b","2","d"
"74.4","c","b","d","2","d"
"74.5","b","c","d","2","d"
"74.60000000000001","a","b","d","2","d"
"74.7","c","c","d","2","d"
"74.8","b","b","c","2","d"
"74.9","a","c","b","2","d"
"75.0","c","b","d","2","d"
"75.10000000000001","b","c","d","2","d"
"75.2","a","b","d","2","d"
"75.3","c","c","d","2","d"
"75.4","b","b","c","2","d"
"75.5","a","c","b","2","d"
"75.60000000000001","c","b","d","2","d"
"75.7","b","c","d","2","d"
"75.8","a","b","d","2","d"
"75.9","c","c","d","2","d"
"76.0","b","b","c","2","d"
"76.10000000000001","a","c","b","2","d"
"76.2","c","b","d","2","d"
"76.3","b","c","d","2","d"
"76.4","a","b","d","2","d"
"76.5","c","c","d","2","d"
"76.60000000000001","b","b","c","2","d"
"76.7","a","c","b","2","d"
"76.80000000000001","c","b","d","2","d"
"76.9","b","c","d","2","d"
"77.0","a","b","d","2","d"
"77.10000000000001","c","c","d","2","d"
"77.2","b","b","c","2","d"
"77.30000000000001","a","c","b","2","d"
"77.4","c","b","d","2","d"
"77.5","b","c","d","2","d"
"77.60000000000001","a","b","d","2","d"
"77.7","c","c","d","2","d"
"77.80000000000001","b","b","c","2","d"
"77.9","a","c","b","2","d"
"78.0","c","b","d","2","d"
"78.10000000000001","b","c","d","2","d"
"78.2","a","b","d","2","d"
"78.30000000000001","c","c","d","2","d"
"78.4","b","b","c","2","d"
"78.5","a","c","b","2","d"
"78.60000000000001","c","b","d","2","d"
"78.7","b","c","d","2","d"
"78.80000000000001","a","b","d","2","d"
"78.9","c","c","d","2","d"
"79.0","b","b","c","2","d"
"79.10000000000001","a","c","b","2","d"
"79.2","c","b","d","2","d"
"79.30000000000001","b","c","d","2","d"
"79.4","a","b","d","2","d"
"79.5","c","c","d","2","d"
"79.60000000000001","b","b","c","2","d"
"79.7","a","c","b","2","d"
"79.80000000000001","c","b","d","2","d"
"79.9","b","c","d","2","d"
"80.0","a","b","d","2","d"
"80.10000000000001","c","c","d","2","d"
